"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
1.25834681106309e-42,0.817699410277473,0.453,0.296,3.48801152558578e-38,"DCPS"
1.70268665695728e-113,0.81730142572624,0.865,0.736,4.71967714441989e-109,"PSMB2"
9.47881083133026e-64,0.81610263110461,0.504,0.305,2.62743157433644e-59,"UCK2"
1.08023936604707e-36,0.8151567972772,0.411,0.269,2.99431549874588e-32,"FTSJ1"
3.41486405534048e-63,0.813485718642588,0.506,0.315,9.46566167499826e-59,"BRD7"
1.33713225236417e-59,0.813204290688451,0.604,0.426,3.70639689032823e-55,"RNF126"
1.88257551654052e-63,0.812331194200804,0.56,0.369,5.21831107429867e-59,"VMA21"
7.89170644422076e-42,0.81219363443972,0.299,0.162,2.18750210927355e-37,"MAP4K4"
7.03159052332024e-49,0.812099136204109,0.527,0.359,1.94908657715914e-44,"UTP11L"
3.09336203659421e-58,0.811750441761257,0.626,0.46,8.57449022923548e-54,"UBN1"
4.48887217279202e-46,0.811537072583665,0.401,0.24,1.24427047757622e-41,"WDFY2"
9.5223924467159e-85,0.811435185492335,0.752,0.557,2.63951196230518e-80,"MCUR1"
1.37336258024558e-39,0.811155283134158,0.269,0.142,3.80682373618274e-35,"ITPR3"
2.54831940629502e-30,0.810667177428917,0.301,0.18,7.06368656230917e-26,"RCAN1"
1.94442362328632e-57,0.810043547037303,0.38,0.203,5.38974784138735e-53,"DUSP22"
5.57376967845313e-37,0.810002234469116,0.335,0.202,1.54499321717042e-32,"XRCC1"
8.01864269886033e-100,0.809557383766251,0.712,0.451,2.22268756969709e-95,"MARCKS"
6.78000286778044e-94,0.809520933030775,0.719,0.519,1.87934899492006e-89,"NUDT21"
9.4295880721971e-44,0.809319381558495,0.415,0.259,2.61378751773231e-39,"CRTC3"
3.99613108376816e-56,0.80905866406293,0.607,0.436,1.1076875751097e-51,"EIF2S1"
4.9028845211757e-82,0.80876136246322,0.708,0.521,1.35903056042469e-77,"NUDT14"
2.66101200198251e-43,0.808725725038994,0.367,0.214,7.37605916829532e-39,"SEPHS1"
2.83187327359859e-43,0.805121633900831,0.325,0.179,7.84966952708794e-39,"FBLN1"
2.13166935266425e-93,0.805067758973284,0.749,0.569,5.90877427865003e-89,"POLE4"
2.04949918824687e-73,0.802206534107152,0.687,0.483,5.6810067999015e-69,"SNRPA"
5.27048112836818e-139,0.801974644996614,0.884,0.746,1.46092466397238e-134,"SLIRP"
8.34626559633867e-35,0.800785539625234,0.317,0.189,2.31350136064912e-30,"DDB2"
1.3501940520109e-62,0.799520934699418,0.614,0.438,3.74260289276901e-58,"NUDT3"
1.03372719754171e-87,0.798653692801578,0.733,0.546,2.86538841886587e-83,"SRSF4"
3.23049772121075e-24,0.797882022370522,0.259,0.159,8.95461663342409e-20,"IKBKG"
1.18542761388107e-33,0.797571441713495,0.278,0.16,3.28588680291694e-29,"OAZ3"
1.13537146002021e-123,0.796148796198074,0.835,0.67,3.14713615003003e-119,"RBM17"
1.34521954593846e-33,0.795950064564819,0.464,0.327,3.72881405938683e-29,"RP11-12G12.7"
3.10721822525723e-55,0.795687749150262,0.493,0.315,8.61289819859052e-51,"CBX5"
9.82821261465082e-49,0.793566353478556,0.453,0.279,2.72428225465506e-44,"DTNB"
2.6039450831772e-68,0.793449806718962,0.515,0.304,7.21787537605888e-64,"CLIC4"
5.16525019320654e-34,0.792748293536206,0.271,0.151,1.43175570105492e-29,"SPECC1"
2.5591094044258e-32,0.792505563026807,0.306,0.183,7.09359535812788e-28,"EMSY"
3.97296774591276e-53,0.791765005625226,0.459,0.276,1.10126692948956e-48,"INF2"
9.90870642540115e-48,0.790991130912604,0.464,0.298,2.74659433405695e-43,"HMCES"
5.41377885224851e-65,0.790206616290207,0.716,0.558,1.50064536005476e-60,"PLEKHJ1"
2.55453911617556e-30,0.789664564293891,0.266,0.154,7.08092697612702e-26,"MGAT4B"
1.61634675727785e-52,0.789449675877725,0.485,0.301,4.48035157649847e-48,"HSPA14"
8.73402874388837e-63,0.789394066868348,0.589,0.405,2.42098542751842e-58,"DAZAP1"
9.41551678208769e-31,0.78804031973593,0.304,0.184,2.60988709682689e-26,"KRI1"
1.15821092588346e-26,0.787331656460316,0.296,0.187,3.21044486545637e-22,"THAP11"
2.99012369772334e-175,0.787128066480946,0.925,0.822,8.28832387771932e-171,"CCT6A"
5.46758284236947e-33,0.785562083285986,0.304,0.18,1.51555928807639e-28,"LRRC57"
8.04898638333719e-26,0.785247753991892,0.289,0.182,2.23109853559724e-21,"AP1S2"
1.78497271155341e-66,0.784733251120177,0.686,0.535,4.94776585915489e-62,"BAZ1B"
1.59827306969509e-172,0.784417205104804,0.939,0.839,4.43025312188783e-168,"SERBP1"
4.95717039703426e-23,0.78280562727326,0.288,0.188,1.37407806235393e-18,"PIR"
1.77835532976221e-65,0.782391273598404,0.645,0.459,4.92942313856788e-61,"ITGB1BP1"
1.68456636994403e-50,0.781043953392177,0.55,0.387,4.66944952084786e-46,"FAM192A"
1.49804160715953e-31,0.78087610222431,0.492,0.369,4.1524215308855e-27,"TSEN54"
5.0534519934414e-46,0.780647174862387,0.366,0.208,1.40076635806202e-41,"STEAP3"
1.47277379014457e-30,0.780560545833491,0.439,0.311,4.08238166890173e-26,"CSE1L"
6.13921677363684e-51,0.779464000214965,0.497,0.314,1.7017294974844e-46,"NCOA7"
3.08048054534813e-110,0.778894149469645,0.827,0.594,8.53878402365049e-106,"NGFRAP1"
2.80150325592497e-49,0.77687418314228,0.568,0.401,7.76548687509843e-45,"ACOT13"
4.66580553816353e-55,0.776547440276577,0.442,0.256,1.29331463712355e-50,"FLNA"
1.704440418023e-30,0.776086491048467,0.274,0.159,4.72453839471796e-26,"GTF2A1"
3.11341406759351e-126,0.775495771666255,0.85,0.74,8.63007245396246e-122,"ANP32B"
4.56430495794559e-39,0.774985657468479,0.524,0.394,1.26517969129294e-34,"TMC5"
1.39284454861345e-82,0.774509100631641,0.745,0.601,3.86082580430162e-78,"FKBP3"
9.67478974351842e-40,0.774401986337248,0.263,0.138,2.68175496900587e-35,"RAB38"
6.06439769503997e-27,0.774262623923063,0.39,0.27,1.68099039708813e-22,"ATG4D"
1.50386569370095e-56,0.774051080800368,0.55,0.366,4.16856531636966e-52,"CCSER2"
7.18053299695748e-57,0.773830676705852,0.564,0.388,1.99037194142664e-52,"CNN2"
2.04795173614117e-194,0.773763888453306,0.974,0.883,5.67671741740972e-190,"ANXA2"
1.87025753777514e-38,0.773543335155366,0.348,0.209,5.18416686895891e-34,"PITX1"
4.62550619539542e-38,0.772811568608205,0.377,0.235,1.28214406230166e-33,"FAM58A"
3.56299303094218e-80,0.772687316687281,0.765,0.645,9.87626038246863e-76,"RPA3"
1.73232550693745e-40,0.77134397899209,0.421,0.27,4.80183307267993e-36,"CDC34"
9.18874941633154e-65,0.769669289130832,0.694,0.531,2.54702945071294e-60,"PABPN1"
1.6764757300276e-71,0.769234108324898,0.396,0.193,4.64702307606352e-67,"KCNK1"
1.13502577845817e-36,0.76910199280639,0.413,0.268,3.14617795530821e-32,"KDF1"
6.58921789712781e-69,0.768886414319677,0.661,0.453,1.82646530890486e-64,"HYI"
7.46190046863782e-28,0.767535445918657,0.274,0.167,2.06836419090172e-23,"ACSL1"
3.4393114373367e-62,0.767219437768973,0.651,0.47,9.53342737315359e-58,"PEF1"
3.91975237607644e-37,0.765669034888396,0.339,0.202,1.08651616112463e-32,"IRAK1"
1.18734444424959e-94,0.765666768894278,0.8,0.657,3.29120006501544e-90,"PIN1"
4.86235705676948e-40,0.764559379856667,0.424,0.274,1.34779675256593e-35,"SORBS3"
5.52512608308246e-38,0.764217288946778,0.345,0.203,1.53150969896963e-33,"FERMT2"
1.14796938871865e-47,0.762568016243797,0.417,0.252,3.18205634858923e-43,"CNFN"
1.93747865701303e-105,0.762139978573144,0.858,0.723,5.37049708937442e-101,"MRPS15"
1.23237755585094e-102,0.761019984884559,0.822,0.635,3.41602734706321e-98,"EIF4EBP1"
5.20823080298721e-35,0.758377128771953,0.277,0.154,1.44366949628002e-30,"CORO1C"
7.96059552721842e-73,0.758167582633842,0.711,0.535,2.20659747418967e-68,"NUDT5"
1.31663806587255e-41,0.756336789310835,0.412,0.261,3.64958905479212e-37,"IPO9"
3.70856592691383e-37,0.755521504735368,0.352,0.213,1.02797738928125e-32,"STAG1"
1.16164026740027e-58,0.755000380273449,0.579,0.392,3.21995065720682e-54,"PACSIN3"
1.05246646204463e-29,0.754185924797965,0.391,0.264,2.9173317861415e-25,"CAMK2G"
8.84913677451592e-82,0.753065542058192,0.749,0.535,2.45289222252807e-77,"PFN2"
5.35455626645983e-35,0.752997053008539,0.405,0.27,1.4842294515e-30,"ABHD17A"
2.13281015474469e-54,0.750657270660481,0.468,0.278,5.91193646793682e-50,"PAQR4"
2.34953659812881e-70,0.750540634791578,0.692,0.519,6.51268049635324e-66,"PFKL"
6.3753247480967e-28,0.750303247508196,0.273,0.164,1.76717626692493e-23,"MDFI"
1.38302536048184e-26,0.750260332117139,0.306,0.197,3.83360799671961e-22,"E2F4"
1.54068782234142e-32,0.750196378021604,0.383,0.25,4.27063257474819e-28,"RP11-1094M14.11"
2.87436085147267e-59,0.749608590186139,0.484,0.286,7.9674408441971e-55,"USB1"
1.27518913295078e-71,0.749586488696393,0.692,0.521,3.53469675762626e-67,"FAM136A"
9.50542328374924e-78,0.749358462937591,0.903,0.85,2.63480828002245e-73,"CRIP2"
1.24111809759359e-63,0.748095400009661,0.653,0.467,3.44025525471966e-59,"UCHL3"
3.06087862397414e-51,0.747969920362677,0.518,0.342,8.48444945779392e-47,"COQ9"
1.6065333702432e-70,0.747836961181217,0.709,0.542,4.45314984897713e-66,"ATG3"
1.27578704063453e-94,0.747732069176657,0.861,0.741,3.53635409793487e-90,"PGAM1"
7.3903773034394e-96,0.746818412665417,0.945,0.894,2.04853868474037e-91,"PRELID1"
1.25506444385323e-26,0.74631076739154,0.276,0.166,3.47891313191677e-22,"MPZL2"
3.9155542046497e-47,0.746286364729509,0.507,0.338,1.08535246998685e-42,"EIF4EBP2"
7.7078928693942e-43,0.746149401432445,0.408,0.249,2.13655082446738e-38,"ZCCHC11"
3.51698300362943e-44,0.74605125421737,0.454,0.29,9.74872518776042e-40,"HERC2"
2.11797828462744e-35,0.744553427888357,0.379,0.236,5.87082400715879e-31,"STK17A"
4.64197586390605e-34,0.744247953255186,0.268,0.148,1.28670928971612e-29,"DLEU1"
1.27291343717886e-65,0.744145758460085,0.709,0.549,3.52838875651608e-61,"PPP1R7"
5.50871044048959e-142,0.744111354211484,0.894,0.776,1.52695944699931e-137,"AP2M1"
3.93068735149213e-22,0.743204727154452,0.251,0.156,1.0895472269601e-17,"COA7"
5.43454871535707e-148,0.742909503743669,0.902,0.771,1.50640255840983e-143,"MTCH1"
4.16098215845596e-128,0.742485685949098,0.884,0.808,1.15338264450241e-123,"LSM5"
1.22260774756332e-33,0.742305143554322,0.542,0.41,3.38894641547078e-29,"HADH"
1.55981940297503e-31,0.741090875779347,0.349,0.221,4.32366340310649e-27,"TRIM26"
9.39710769256756e-69,0.741061787449868,0.685,0.524,2.6047842813028e-64,"UFD1L"
1.05687883366696e-76,0.740888777506065,0.735,0.58,2.92956243904146e-72,"TPRKB"
4.47604463804349e-45,0.740494549588934,0.411,0.249,1.24071481321928e-40,"TFRC"
1.11217736493188e-28,0.740353846521637,0.475,0.352,3.08284443785469e-24,"ALDH7A1"
1.08500920278561e-76,0.739424671848343,0.795,0.652,3.00753700920144e-72,"EMD"
1.36818173597796e-19,0.738601704347612,0.282,0.187,3.79246295395732e-15,"HIST1H2BK"
3.52921288934433e-38,0.738563362133359,0.326,0.187,9.78262520797354e-34,"PACS2"
3.22351199677752e-58,0.736753334137874,0.738,0.582,8.93525290386761e-54,"GPI"
1.55019677627877e-28,0.736296072021068,0.26,0.151,4.29699044416713e-24,"USP28"
1.76063998984063e-83,0.735568538861488,0.812,0.705,4.88031798783925e-79,"SRSF10"
6.17570772929708e-82,0.734504347616976,0.826,0.704,1.71184442548386e-77,"MRPS16"
2.075865317301e-34,0.733745069804754,0.367,0.229,5.75409107302664e-30,"WDR5"
1.09193766634216e-30,0.733548590562343,0.333,0.206,3.02674201733385e-26,"TRIM69"
1.99267114684835e-56,0.733434411816119,0.503,0.341,5.52348515194894e-52,"APOD"
4.49773024329683e-33,0.733267466155473,0.335,0.205,1.24672584613945e-28,"DGKZ"
1.44126555279813e-26,0.733104764530464,0.276,0.17,3.99504398580114e-22,"FOXP4"
1.23326751877589e-34,0.732882449601584,0.405,0.268,3.41849423529489e-30,"KHSRP"
4.71329289673656e-39,0.732559771566166,0.468,0.319,1.30647765804641e-34,"CFAP20"
4.62839862569619e-18,0.73240981726978,0.31,0.222,1.28294581505673e-13,"NIF3L1"
6.91476896428837e-34,0.731706290184043,0.561,0.437,1.91670480921109e-29,"NABP2"
3.81330516741145e-20,0.731553043724804,0.848,0.823,1.05701005935478e-15,"PFDN2"
5.74480932827487e-140,0.729841299724327,0.933,0.878,1.59240369770451e-135,"GNAS"
8.0210567807219e-134,0.72971788045955,0.918,0.824,2.2233567290483e-129,"SRSF3"
2.20547716255493e-31,0.728536028841158,0.436,0.3,6.11336214688601e-27,"NUP62"
7.4214879164897e-54,0.728345268058815,0.732,0.602,2.05716223557178e-49,"CDK4"
1.88938250545198e-28,0.727698652544911,0.361,0.237,5.23717936686234e-24,"NUP107"
8.07509694028427e-36,0.727565193046482,0.465,0.319,2.2383361208774e-31,"TXNRD1"
6.67378202254524e-25,0.727316237011889,0.488,0.38,1.84990563882932e-20,"TMEM57"
1.45863511536547e-122,0.72712651298049,0.866,0.735,4.04319067628154e-118,"SRRM1"
6.69764965058945e-39,0.726742317271351,0.373,0.227,1.85652150664689e-34,"DIAPH1"
9.12919975507311e-42,0.726705938893538,0.483,0.32,2.53052288010872e-37,"USP39"
5.58833085671285e-52,0.726249101795845,0.588,0.419,1.54902943017223e-47,"LIMS1"
5.91570758131471e-48,0.725502950317208,0.526,0.352,1.63977498446462e-43,"FN3KRP"
2.96438942267245e-213,0.725353938659584,0.991,0.989,8.21699104070578e-209,"CHCHD2"
3.42214697576935e-38,0.724767785945333,0.393,0.245,9.48584920213505e-34,"MGME1"
4.54109775753051e-82,0.724701900566613,0.797,0.636,1.25874688740988e-77,"LRRC59"
1.99910024805438e-110,0.724628757592616,0.887,0.794,5.54130597758194e-106,"PDCD5"
1.33761978202659e-89,0.724272777558362,0.861,0.719,3.70774827379951e-85,"POLR2E"
6.42091028681652e-179,0.724256182332534,0.965,0.924,1.77981212240267e-174,"NDUFS5"
2.54021978942561e-59,0.724053503169454,0.327,0.157,7.04123523430884e-55,"CCL28"
8.486440554207e-23,0.723515864733563,0.337,0.235,2.35235645722064e-18,"FANCL"
3.7935517584124e-54,0.72280740271327,0.624,0.453,1.05153461191433e-49,"COMMD2"
1.39321397484771e-32,0.721873076595228,0.349,0.219,3.86184981688038e-28,"YLPM1"
1.99656754178014e-25,0.721797500617206,0.294,0.185,5.53428556906038e-21,"TIPIN"
7.75911670949971e-36,0.72176719261603,0.46,0.317,2.15074956070622e-31,"MTF2"
4.78108402589599e-84,0.72147393661917,0.835,0.698,1.32526868113811e-79,"XRCC6"
1.14886857388963e-37,0.720914861079815,0.435,0.288,3.18454879996466e-33,"CIAPIN1"
2.46937438631256e-31,0.720832998039369,0.413,0.279,6.84485886141979e-27,"MPV17L2"
4.96875193332763e-38,0.719870662583912,0.505,0.361,1.37728834839908e-33,"CYB5B"
2.6452941064182e-38,0.719426291307886,0.529,0.382,7.3324907335806e-34,"GNL1"
3.6975037764958e-32,0.717773106283444,0.425,0.291,1.02491107180687e-27,"PANK2"
3.359079987206e-31,0.717624410137127,0.352,0.222,9.31103381653632e-27,"RQCD1"
4.18151172831749e-23,0.717049829910204,0.378,0.268,1.15907323597232e-18,"TACC2"
1.65348998835802e-63,0.716609018377762,0.658,0.477,4.58330889872959e-59,"SRPK1"
4.42067544515096e-76,0.715969494497634,0.762,0.615,1.22536702664139e-71,"MAGOH"
5.16634674657173e-37,0.715923564076023,0.417,0.272,1.43205965468222e-32,"FAIM"
6.79039474313693e-39,0.715475494920961,0.471,0.321,1.88222951885013e-34,"CHRAC1"
8.86375216895607e-49,0.71490879150891,0.499,0.324,2.45694346371293e-44,"NPM3"
1.58345763056044e-57,0.71463429150147,0.652,0.467,4.38918620615048e-53,"YIF1B"
5.33242967920096e-41,0.714095264410094,0.391,0.241,1.47809618277771e-36,"HIF1A"
5.9357047240958e-30,0.714012500185276,0.442,0.311,1.64531799247211e-25,"ZC3H14"
1.6676814757539e-23,0.713710606371292,0.387,0.277,4.62264628264225e-19,"GPR137"
2.74958847644715e-78,0.712434541879418,0.643,0.415,7.62158429786386e-74,"BACE2"
2.53220753416424e-44,0.710215707782833,0.469,0.302,7.01902606394987e-40,"RP9"
3.46716756606383e-33,0.709191034671051,0.46,0.317,9.61064177637234e-29,"TMEM55B"
1.41970251626821e-59,0.709169694974327,0.656,0.493,3.93527340484384e-55,"COA1"
7.95684963292088e-32,0.708087116574301,0.503,0.361,2.20555914974934e-27,"PLEKHA1"
1.44885773776294e-27,0.707646671014925,0.307,0.19,4.01608876330509e-23,"C6orf106"
9.71428190311696e-92,0.7073591988315,0.751,0.551,2.69270180072499e-87,"ATP1B3"
3.81033677937325e-19,0.707319005021826,0.501,0.42,1.05618725187447e-14,"PSMB9"
1.77296324051853e-23,0.707056686829076,0.261,0.162,4.91447680639332e-19,"MYO9B"
7.75494595201334e-38,0.706958447999418,0.47,0.33,2.14959346843858e-33,"FTSJ2"
5.2907419759478e-22,0.706347476861373,0.278,0.18,1.46654076831297e-17,"MYO19"
6.06306749585256e-49,0.7051122870769,0.505,0.327,1.68062167917537e-44,"SDHAF3"
3.21835676600361e-37,0.704665724676213,0.46,0.312,8.9209631196854e-33,"NMI"
1.20164718498374e-35,0.70385894067842,0.49,0.343,3.33084583205644e-31,"PMM1"
2.74865292053874e-167,0.702779363461487,0.941,0.84,7.61899103044132e-163,"ARPC2"
2.96644515398543e-42,0.701228467270927,0.415,0.255,8.22268932233222e-38,"CCDC109B"
4.07597382381228e-62,0.701019753155046,0.741,0.608,1.12981918422253e-57,"HNRNPH3"
2.76423484859694e-44,0.700971435709505,0.519,0.368,7.66218257682585e-40,"ATPAF1"
1.84189162126826e-45,0.700966674149779,0.554,0.396,5.10553938499348e-41,"ZNF511"
2.64507517599567e-46,0.70079660088979,0.265,0.128,7.33188388034239e-42,"GUCY1A3"
2.53384799732277e-61,0.700462516740559,0.725,0.609,7.02357326377898e-57,"HSPB11"
8.29798456592592e-28,0.699437964056947,0.315,0.198,2.30011834182901e-23,"CENPB"
4.66356595332196e-39,0.699216086661526,0.525,0.381,1.29269384660131e-34,"POLE3"
1.01816285772467e-206,0.699156168289385,0.995,0.988,2.82224562532702e-202,"PPIA"
1.74791899857737e-78,0.698754894841033,0.821,0.725,4.8450566721566e-74,"SUMO3"
3.50608399092396e-34,0.698139717841371,0.363,0.226,9.71851421444212e-30,"PMS1"
6.58575669176454e-53,0.698109203441048,0.773,0.655,1.82550589739021e-48,"TSTA3"
9.39313166157046e-42,0.697801013523604,0.558,0.395,2.60368216527072e-37,"TIMM23"
8.93172936341581e-50,0.69779768267797,0.352,0.187,2.47578606224523e-45,"PROM1"
6.61279548417229e-44,0.69777543563447,0.531,0.369,1.83300078025772e-39,"UBE2Q2"
7.63941840893003e-44,0.696324078558415,0.566,0.405,2.11757038877131e-39,"TAF11"
2.95499347865848e-26,0.695554676922039,0.4,0.277,8.19094642349343e-22,"ZFYVE19"
8.14344467922782e-34,0.695393070796098,0.431,0.294,2.25728143063516e-29,"OSGEP"
4.99010852210486e-119,0.694659966537391,0.869,0.734,1.38320818124225e-114,"C20orf24"
1.44064068419475e-34,0.694404720941249,0.547,0.421,3.99331191251943e-30,"C19orf48"
5.03787206309174e-58,0.694136846239052,0.632,0.461,1.3964477571684e-53,"PDXK"
9.57188212978624e-26,0.694014571487166,0.439,0.322,2.65323000755545e-21,"CCND3"
1.35140892505857e-23,0.693683076290259,0.391,0.28,3.74597039936985e-19,"RGS19"
2.44467555086717e-15,0.693131757905241,0.283,0.197,6.77639615944872e-11,"ATE1"
1.05768035485656e-85,0.692932946800194,0.891,0.79,2.93178417562689e-81,"SNRPD3"
5.93832420658542e-59,0.692637391492068,0.657,0.493,1.64604408682341e-54,"POLR2C"
2.03418461592519e-125,0.692612416573536,0.943,0.861,5.63855633688302e-121,"NCL"
2.15055380704358e-39,0.692388736069416,0.356,0.209,5.96112009774411e-35,"PARD3"
1.63416059000409e-24,0.691913270247683,0.322,0.213,4.52972973943235e-20,"PRNP"
6.03567506536089e-21,0.691645864654594,0.257,0.162,1.67302877136738e-16,"MTFMT"
3.10776914318938e-47,0.69079626895662,0.559,0.388,8.61442528800665e-43,"ACIN1"
4.85858992059366e-47,0.690216523401472,0.628,0.474,1.34675254008936e-42,"PSMD1"
1.11438891913484e-49,0.689474446706924,0.544,0.36,3.08897464494985e-45,"YES1"
4.48829237585075e-47,0.689421797623558,0.578,0.419,1.24410976366207e-42,"NIPA2"
4.66235920107306e-25,0.688647573203155,0.306,0.198,1.29235934694544e-20,"MTHFD1"
2.30711802994841e-10,0.688477531374301,0.254,0.191,6.39510046721399e-06,"CENPV"
3.40272998442159e-44,0.687123291730144,0.768,0.715,9.43202724381821e-40,"PLA2G16"
3.79048551504272e-46,0.686015736639906,0.524,0.358,1.05068467991469e-41,"PGM1"
9.50145323793662e-50,0.685276780442295,0.591,0.416,2.63370782302365e-45,"EIF2AK4"
8.38957027715538e-20,0.685201458388909,0.368,0.271,2.3255049851247e-15,"HOMER3"
1.23015211557075e-29,0.685107010587953,0.484,0.354,3.40985864915055e-25,"GSS"
2.88205273219046e-29,0.684206706074401,0.354,0.232,7.98876196835873e-25,"LPIN1"
3.39562568278546e-49,0.683772363028643,0.595,0.424,9.41233483011301e-45,"PREB"
8.98577748416007e-42,0.683726282323664,0.529,0.375,2.49076766083433e-37,"KATNBL1"
6.02658591590283e-25,0.68370942833118,0.308,0.196,1.67050935002911e-20,"TAF1B"
1.63079283072867e-67,0.683463323904794,0.733,0.579,4.52039464749679e-63,"SMARCA4"
2.30245238946068e-25,0.683432644949772,0.255,0.152,6.38216777834607e-21,"USP12"
5.97021138796024e-15,0.683374042719538,0.311,0.229,1.6548828946287e-10,"NSDHL"
1.15933821360543e-15,0.683014700049542,0.557,0.487,3.2135695942929e-11,"NR4A2"
3.56936947079652e-50,0.682954597773831,0.665,0.514,9.89393523610087e-46,"CISD1"
3.26197391965428e-17,0.682630451045332,0.31,0.222,9.04186550788969e-13,"EIF1AD"
5.11278956920099e-37,0.682107353745296,0.39,0.242,1.41721414068682e-32,"TCF7L2"
8.51146275830971e-31,0.681655610475301,0.412,0.284,2.35929236197587e-26,"TMEM241"
3.66106451223129e-46,0.681375592063402,0.671,0.515,1.01481047214539e-41,"NARF"
1.71725776697029e-36,0.6810456453733,0.475,0.332,4.76006680426495e-32,"CMSS1"
6.68092393161379e-32,0.680988203664512,0.269,0.151,1.85188530460403e-27,"RRAS2"
3.47421144291653e-61,0.680837939820405,0.603,0.408,9.63016669862032e-57,"ARL4A"
2.65547083374928e-24,0.680726135392322,0.348,0.24,7.36069960406963e-20,"LDHB"
2.63918232713443e-34,0.680395686881866,0.51,0.368,7.31554949258393e-30,"ACTR1A"
3.58139826973479e-44,0.679954915073666,0.709,0.616,9.92727786387786e-40,"GPAA1"
5.72505553821434e-24,0.679912111424265,0.334,0.222,1.58692814463763e-19,"CEP89"
1.99841675176718e-67,0.678848490361157,0.822,0.717,5.53941139422345e-63,"MEA1"
1.57141334052994e-36,0.678728253697234,0.534,0.407,4.35580063861494e-32,"CDC5L"
5.15794345048196e-60,0.678433515384447,0.72,0.578,1.42973034503909e-55,"UPF3A"
1.5879616901268e-50,0.678015531217315,0.701,0.561,4.40167100886249e-46,"PIH1D1"
2.52798382875134e-184,0.67704302561914,0.982,0.967,7.00731837491585e-180,"HNRNPA2B1"
1.81028762868512e-30,0.676390673987144,0.494,0.367,5.0179362779523e-26,"PPP2R5C"
1.47702193307306e-36,0.676125515755763,0.512,0.361,4.0941570962852e-32,"UCHL5"
7.08187068668328e-60,0.675992437651306,0.658,0.466,1.96302373564174e-55,"TMOD3"
1.33135716831417e-27,0.675870472661595,0.382,0.26,3.69038893485005e-23,"COTL1"
4.11334852243267e-56,0.675401145147299,0.572,0.371,1.14017907693311e-51,"GNG12"
2.76441895443697e-30,0.675200572022606,0.416,0.286,7.66269289980385e-26,"HMBS"
4.74571723388346e-78,0.674115814120442,0.827,0.713,1.31546536006016e-73,"TSEN34"
2.71004751026828e-23,0.674056871574542,0.301,0.198,7.51198069371264e-19,"CSNK1G2"
4.56851814481351e-24,0.674025748183472,0.292,0.186,1.26634754456086e-19,"SLC37A4"
2.31768344995642e-35,0.67322576320774,0.357,0.22,6.42438675493421e-31,"CDC42EP3"
7.46856347563046e-25,0.672809329932001,0.321,0.21,2.07021110981001e-20,"MRPL39"
3.54685409428112e-56,0.672744818759489,0.588,0.395,9.83152486393784e-52,"SMIM12"
5.71921933230785e-43,0.672670883263066,0.615,0.476,1.58531040672241e-38,"PDHA1"
7.51955557174833e-65,0.672451654570855,0.813,0.687,2.08434560893292e-60,"MTCH2"
4.05586664614313e-51,0.671756931063523,0.682,0.521,1.12424567564441e-46,"RUSC1"
1.70664030235683e-96,0.671505535601306,0.864,0.748,4.7306362541029e-92,"PARP1"
3.43691550050467e-55,0.670753981900392,0.756,0.618,9.52678607584889e-51,"RAB1B"
3.98275139032399e-45,0.670471932228874,0.544,0.376,1.10397885788391e-40,"USP48"
2.86282947377573e-63,0.669192576309164,0.743,0.608,7.93547701835894e-59,"SYNCRIP"
1.40887317749397e-44,0.669033737401889,0.492,0.323,3.90525556069554e-40,"RBMS1"
2.71464454196015e-46,0.668243871597161,0.559,0.389,7.52472320585933e-42,"PIK3R3"
7.94820378751386e-13,0.667884416908934,0.251,0.181,2.20316260786097e-08,"INO80C"
5.40835659325005e-18,0.667768162156559,0.273,0.186,1.49914236408298e-13,"ARRB1"
2.20368660988697e-26,0.666593310247532,0.269,0.16,6.10839891394569e-22,"PHTF2"
5.12301482388992e-19,0.666212644616304,0.308,0.213,1.42004847903405e-14,"DHX16"
3.84829466188991e-27,0.666038444612115,0.31,0.194,1.06670879732926e-22,"MRGBP"
1.65741764619938e-55,0.664582811253253,0.802,0.669,4.59419597350007e-51,"MT2A"
2.73580118409136e-32,0.664355997281258,0.409,0.27,7.58336730218284e-28,"OPN3"
1.00270504745202e-30,0.664120739783492,0.374,0.245,2.77939812103224e-26,"ADD3"
7.44696082291332e-64,0.663836045130435,0.403,0.205,2.06422307050334e-59,"ST8SIA6-AS1"
8.6945007185769e-21,0.663494454373504,0.341,0.237,2.41002865418233e-16,"PUSL1"
1.5689254447174e-43,0.663440806155509,0.613,0.456,4.34890444021216e-39,"ERI3"
1.29952443771198e-41,0.66289543197657,0.42,0.261,3.60215178889383e-37,"PSPH"
1.80711173691675e-16,0.662702631406828,0.313,0.225,5.00913302355955e-12,"REPS1"
3.97927182309333e-133,0.662579721756379,0.919,0.85,1.10301435664324e-128,"ATPIF1"
9.1232328034461e-36,0.662035880012656,0.607,0.462,2.52886890078722e-31,"PRPSAP1"
4.19471080766968e-57,0.661660476102974,0.727,0.573,1.16273188877796e-52,"KXD1"
7.5762662241786e-32,0.661113851520635,0.452,0.315,2.10006523468007e-27,"LEO1"
1.89855777224529e-75,0.660116023951878,0.818,0.682,5.26261228888672e-71,"AK2"
4.58718154724775e-37,0.659398301159266,0.429,0.278,1.2715208530816e-32,"SREBF2"
