"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,2.06709522481196,0.386,0.123,0,"0","DOK2"
0,2.09694341727004,0.37,0.108,0,"0","CD27"
0,2.07285663001304,0.381,0.12,0,"0","SKAP1"
0,1.70529315265499,0.406,0.146,0,"0","FYN"
0,2.86636270335138,0.308,0.05,0,"0","CD8B"
0,1.30634548435654,0.535,0.277,0,"0","LIMD2"
0,1.31966340558125,0.462,0.204,0,"0","ITGB2"
0,4.21202789533719,0.283,0.027,0,"0","XCL1"
0,2.15065504991486,0.329,0.075,0,"0","ICOS"
0,1.39589940996127,0.435,0.181,0,"0","LTB"
0,3.40466272419392,0.285,0.036,0,"0","PRF1"
0,4.72195315121416,0.267,0.019,0,"0","XCL2"
0,0.872935245430036,0.462,0.214,0,"0","IL7R"
0,2.84617249597126,0.292,0.045,0,"0","IL2RB"
0,1.85903073258729,0.414,0.172,0,"0","ADGRE5"
0,1.78746004864261,0.486,0.245,0,"0","TUBA4A"
0,1.37180659839224,0.591,0.354,0,"0","STK4"
0,1.18971253217441,0.535,0.3,0,"0","GMFG"
0,3.73988444057349,0.272,0.037,0,"0","GNLY"
0,1.72503099924954,0.477,0.242,0,"0","SOCS1"
0,2.05830012585199,0.302,0.068,0,"0","STAT4"
0,1.16874636887437,0.834,0.6,0,"0","ARHGDIB"
0,1.89449291364949,0.522,0.289,0,"0","CLEC2B"
0,2.53569231776526,0.295,0.062,0,"0","GZMK"
0,2.00014398982227,0.326,0.094,0,"0","SYTL3"
0,1.99659514407876,0.328,0.098,0,"0","ARHGAP9"
0,1.04916686989622,0.624,0.395,0,"0","COTL1"
0,1.8346600301001,0.351,0.126,0,"0","SEPT1"
0,1.17298502737172,0.436,0.215,0,"0","ITM2A"
0,1.50939672227457,0.593,0.373,0,"0","CREM"
0,2.18769198790033,0.307,0.088,0,"0","RUNX3"
0,2.26173640447639,0.288,0.073,0,"0","PSTPIP1"
0,2.16100135220368,0.272,0.058,0,"0","SH2D1A"
0,2.94403380904719,0.288,0.08,0,"0","CCL4L2"
0,1.9807258681358,0.298,0.092,0,"0","PTPN7"
0,3.12501072868358,0.281,0.076,0,"0","TNFRSF18"
0,2.22382634811555,0.329,0.125,0,"0","HOPX"
0,1.72829538348679,0.272,0.068,0,"0","ITK"
0,1.6964254415906,0.28,0.077,0,"0","KLRB1"
0,2.13520132261132,0.258,0.056,0,"0","ZAP70"
0,1.89230154629301,0.271,0.069,0,"0","CD6"
0,1.66778437481519,0.316,0.116,0,"0","TRAF3IP3"
0,1.93441376169123,0.301,0.101,0,"0","GBP5"
0,1.91639570011598,0.302,0.104,0,"0","RHOF"
0,2.0679606657014,0.264,0.067,0,"0","CXCR3"
0,1.29016387619699,0.42,0.224,0,"0","HCLS1"
0,1.66714274301262,0.345,0.149,0,"0","LCP2"
0,1.43516606834517,0.408,0.214,0,"0","WIPF1"
0,1.09405484643545,0.454,0.261,0,"0","GPSM3"
0,1.39872632614878,0.441,0.248,0,"0","LINC-PINT"
0,1.70738287708892,0.343,0.151,0,"0","EMB"
0,1.52668864656058,0.378,0.186,0,"0","TNFRSF1B"
0,1.92609769317028,0.296,0.104,0,"0","OXNAD1"
0,1.17465734018696,0.471,0.28,0,"0","BIRC3"
0,1.89275682940096,0.313,0.123,0,"0","PRKCH"
0,2.2867104186328,0.272,0.083,0,"0","OASL"
0,1.60318581123965,0.322,0.138,0,"0","APBB1IP"
0,1.00639313881205,0.402,0.22,0,"0","LBH"
0,1.25655348975322,0.531,0.35,0,"0","ISG20"
0,1.37620287597253,0.367,0.188,0,"0","CELF2"
0,1.50438792626935,0.38,0.202,0,"0","CDC42SE2"
0,1.09646870433615,0.464,0.288,0,"0","ZNF331"
0,1.80768717846361,0.274,0.103,0,"0","BIN2"
0,2.09137204061389,0.333,0.163,0,"0","BATF"
0,1.51309382179122,0.381,0.211,0,"0","ICAM3"
0,1.78833268843546,0.301,0.132,0,"0","CCND2"
0,1.57843829092233,0.421,0.254,0,"0","PPP2R5C"
0,1.4962474942435,0.371,0.208,0,"0","KIAA1551"
0,1.71204292793578,0.283,0.12,0,"0","ITGA4"
0,1.23582399513403,0.524,0.362,0,"0","LEPROTL1"
0,1.12791215075395,0.316,0.154,0,"0","ARHGAP15"
0,1.88100781963537,0.261,0.099,0,"0","PARP8"
0,1.23966561741809,0.587,0.425,0,"0","ELF1"
0,1.70023166981791,0.336,0.176,0,"0","CBLB"
0,1.02014445961691,0.61,0.45,0,"0","PSMB9"
